,Country,News Publisher,Country Stance,Headline,parsed_dates,Headline Stance
7849,US,CNN,Pro Israel,"Netanyahu says Israel is ""on the cusp"" of a historic deal with Saudi Arabia",2023-09-22,Pro-Israel
7850,US,CNN,Pro Israel,Netanyahus judicial overhaul sparks Palestinian fears of speedy West Bank annexation,2023-09-22,Pro-Palestine
7851,US,CNN,Pro Israel,Abbas at the UNGA,2023-09-22,Neutral
7852,US,CNN,Pro Israel,Qatar's Prime Minister on why the Middle East is becoming more tolerant to Syria,2023-09-21,Neutral
7853,US,CNN,Pro Israel,Multiple crises unfolding in Africa as leaders meet at U.N.,2023-09-21,Neutral
7854,US,CNN,Pro Israel,New Iraqi PM calls for more engagement with Iran,2023-09-21,Neutral
7855,US,CNN,Pro Israel,Saudi crown prince says normalization deal with Israel gets closer every day,2023-09-21,Neutral
7856,US,CNN,Pro Israel,Iraq's PM talks to CNN about the future of his country's relationship with the U.S.,2023-09-21,Neutral
7857,US,CNN,Pro Israel,"World must learn from Bosnian war in dealing with sexual violence in Ukraine conflict, report says",2023-09-21,Neutral
7858,US,CNN,Pro Israel,Biden offers Netanyahu warm welcome ahead of talks on 'hard issues',2023-09-21,Neutral
7859,US,CNN,Pro Israel,Biden appointing federal coordinator to oversee long-term recovery in East Palestine following train derailment,2023-09-21,Neutral
7860,US,CNN,Pro Israel,Biden invites Netanyahu to Washington following months of tensions over Israeli PMs judicial reform efforts,2023-09-20,Pro-Israel
7861,US,CNN,Pro Israel,Qatar's Prime Minister on the country's integral role in the release of five prisoners from Iran.,2023-09-20,Neutral
7862,US,CNN,Pro Israel,CNN Exclusive: Ukraine may be striking Wagner-backed militia in Sudan,2023-09-20,Pro-Palestine
7863,US,CNN,Pro Israel,Fears of civil war in Nagorno-Karabakh averted after truce was announced,2023-09-20,Neutral
7864,US,CNN,Pro Israel,Exclusive: Qatar PM touts better environment after US-Iran prisoner deal,2023-09-20,Neutral
7865,US,CNN,Pro Israel,Finnish President on tensions in Black Sea and supporting Ukraine's war effort,2023-09-20,Neutral
7866,US,CNN,Pro Israel,Six Palestinians killed by Israeli military in three separate incidents over 24 hours,2023-09-20,Pro-Palestine
7867,US,CNN,Pro Israel,"Ukraine 'likely' behind strikes in Sudan, Ukrainian military source says",2023-09-20,Pro-Israel
7868,US,CNN,Pro Israel,Azerbaijan launches operation against Armenian forces in Nagorno-Karabakh,2023-09-20,Neutral
7869,US,CNN,Pro Israel,Opinion: The Netanyahu governments next target: Israels free press,2023-09-19,Pro-Palestine
7870,US,CNN,Pro Israel,Tunisian leader sparks outrage by claiming Zionist movement behind naming of storm that battered Libya,2023-09-19,Neutral
7871,US,CNN,Pro Israel,Battling hate speech online,2023-09-19,Pro-Palestine
7872,US,CNN,Pro Israel,Trump shares post on Jewish New Year attacking American Jews who didnt support him,2023-09-19,Pro-Israel
7873,US,CNN,Pro Israel,Ukraine overhauls defense ministry,2023-09-18,Neutral
7874,US,CNN,Pro Israel,Landmark buildings ablaze in Khartoum as Sudan fighting erupts,2023-09-18,Pro-Palestine
7875,US,CNN,Pro Israel,What the recent U.S.-Iran deal means for the wider issues between two countries,2023-09-18,Neutral
7876,US,CNN,Pro Israel,"Netanyahu to meet with Biden, Elon Musk",2023-09-18,Pro-Israel
7877,US,CNN,Pro Israel,'Conflict to chaos to poor governance': Years of instability may have made Libya more vulnerable,2023-09-18,Neutral
7878,US,CNN,Pro Israel,Vatican archive letter shows Pope Pius XII probably knew about Holocaust early on,2023-09-18,Neutral
7879,US,CNN,Pro Israel,'Fighting a war in peacetime': Greek PM on impacts of climate change,2023-09-17,Neutral
7880,US,CNN,Pro Israel,Global protests mark one year since Mahsa Amini's death in Iran,2023-09-17,Neutral
7881,US,CNN,Pro Israel,Biden to meet with Netanyahu at UN General Assembly for first face-to-face meeting since Israeli PM returned to office,2023-09-15,Neutral
7882,US,CNN,Pro Israel,Golshifteh Farahani on the state of Iran's protest movement,2023-09-15,Pro-Palestine
7883,US,CNN,Pro Israel,A year that changed Iran: Reflections on the anniversary of Mahsa Amini's death,2023-09-15,Neutral
7884,US,CNN,Pro Israel,"Thousands feared dead in Libya flooding, aid desperately needed",2023-09-15,Pro-Palestine
7885,US,CNN,Pro Israel,US will redirect millions of funds for Egypt to Taiwan and Lebanon,2023-09-14,Neutral
7886,US,CNN,Pro Israel,Israels democracy is at a crossroads as its top court debates a law limiting its power. Heres what to know,2023-09-13,Pro-Palestine
7887,US,CNN,Pro Israel,Israel's Supreme Court holds marathon hearing about its own power,2023-09-13,Neutral
7888,US,CNN,Pro Israel,Former Israeli attorney general explains why Supreme Court independence is so important,2023-09-12,Pro-Palestine
7889,US,CNN,Pro Israel,Israel's Supreme Court to convene all 15 judges to hear overhaul challenge,2023-09-12,Pro-Palestine
7890,US,CNN,Pro Israel,Israel Supreme Court holds hearing on Netanyahu's judicial overhaul,2023-09-12,Pro-Israel
7891,US,CNN,Pro Israel,How much can Ukraine's front lines really tell us about the war?,2023-09-12,Neutral
7892,US,CNN,Pro Israel,Leading protester in Israel speaks to CNN ahead of Supreme Court hearing,2023-09-11,Pro-Palestine
7893,US,CNN,Pro Israel,Wave of terrorist attacks in Mali kill more than 60 people,2023-09-08,Pro-Palestine
7894,US,CNN,Pro Israel,Israels Arab citizens demand justice after alarming rise in gang-related murders,2023-09-08,Neutral
7895,US,CNN,Pro Israel,Author Franklin Foer on the inside story of the Biden administration,2023-09-07,Neutral
7896,US,CNN,Pro Israel,U.S. officials meet Saudis in Riyadh amid continued efforts to push forth Israel-Saudi normalization,2023-09-06,Pro-Israel
7897,US,CNN,Pro Israel,Middle East extremely vulnerable to climate change,2023-09-06,Neutral
7898,US,CNN,Pro Israel,"Eritrean Defense Forces committed war crimes and possible crimes against humanity in Tigray, Amnesty International alleges",2023-09-06,Neutral
7899,US,CNN,Pro Israel,Shi'ite Muslims mark end of Ashura in Iraq,2023-09-06,Pro-Palestine
7900,US,CNN,Pro Israel,Violent clashes during Eritrean Independence Day festivals,2023-09-05,Neutral
7901,US,CNN,Pro Israel,"Russian analyst says he sees ""little alternative"" to a negotiated end to the war in Ukraine",2023-09-05,Pro-Palestine
7902,US,CNN,Pro Israel,Crime and violence on the rise in Israel's Arab communities,2023-09-05,Neutral
7903,US,CNN,Pro Israel,Biden picks Jack Lew as ambassador to Israel,2023-09-05,Neutral
7904,US,CNN,Pro Israel,Kenyan President William Ruto says Sudan's warring factions are on board with regional-led peace talks,2023-09-04,Neutral
7905,US,CNN,Pro Israel,Eritrean Embassy celebration turns violent in Tel Aviv,2023-09-03,Neutral
7906,US,CNN,Pro Israel,More than 100 injured in violent disturbances in Tel Aviv involving Eritrean nationals,2023-09-03,Neutral
7907,US,CNN,Pro Israel,Demonstrators in Syria call on President Assad to resign,2023-09-02,Neutral
7908,US,CNN,Pro Israel,Drone attacks mark new phase of Ukraine war,2023-09-01,Neutral
7909,US,CNN,Pro Israel,"It brought back memories of Syria. For refugees in Sudan, war is a reminder of the terror they left behind",2023-09-01,Neutral
7910,US,CNN,Pro Israel,Controversial handshake,2023-09-01,Neutral
7911,US,CNN,Pro Israel,"Palestinian Authority security forces kill a Palestinian man, in first such killing this year",2023-08-31,Pro-Palestine
7912,US,CNN,Pro Israel,Rare protests flare in regime-held Syria as Assad seeks international rehabilitation,2023-08-30,Pro-Palestine
7913,US,CNN,Pro Israel,Libya suspends foreign minister after meeting with Israeli counterpart causes backlash,2023-08-29,Neutral
7914,US,CNN,Pro Israel,Shot at while they drowned. Executed in the desert. Those who collected the bodies recount one of the worst days in Darfurs genocide-scarred history,2023-08-29,Pro-Palestine
7915,US,CNN,Pro Israel,Libya dismisses foreign minister after meeting with Israeli counterpart causes outcry,2023-08-28,Pro-Israel
7916,US,CNN,Pro Israel,Refugee crisis in Bangladesh,2023-08-26,Pro-Palestine
7917,US,CNN,Pro Israel,"US, EU slam far-right Israeli ministers racist claim his rights outweigh that of Palestinians",2023-08-25,Pro-Palestine
7918,US,CNN,Pro Israel,"'Shocking level of depravity' at Saudi border, alleges head of human rights organization",2023-08-22,Neutral
7919,US,CNN,Pro Israel,"Palestinian man shot from behind by Israeli security forces, video appears to show",2023-08-22,Pro-Palestine
7920,US,CNN,Pro Israel,Israeli security on the hunt after father and son were killed,2023-08-20,Pro-Israel
7921,US,CNN,Pro Israel,"Two Israeli civilians killed in flashpoint West Bank town, Israel military says",2023-08-20,Pro-Israel
7922,US,CNN,Pro Israel,Israeli journalists frustrated by lack of interviews with Prime Minister Benjamin Netanyahu,2023-08-19,Pro-Israel
7923,US,CNN,Pro Israel,"United Nations says it is ""alarmed"" by widespread violence in Sudan",2023-08-18,Neutral
7924,US,CNN,Pro Israel,Camp Davids long history as a diplomatic hotspot,2023-08-18,Neutral
7925,US,CNN,Pro Israel,Belarus would use nuclear weapons only in case of aggression,2023-08-18,Neutral
7926,US,CNN,Pro Israel,Exclusive CNN report finds evidence of a massacre in Darfur,2023-08-17,Pro-Palestine
7927,US,CNN,Pro Israel,Iran's FM in Saudi Arabia to bolster restored relations,2023-08-17,Neutral
7928,US,CNN,Pro Israel,"In the shadow of US-China rivalry, Arab allies tread delicate ground",2023-08-17,Neutral
7929,US,CNN,Pro Israel,CNN investigation reveals what happened in Sudan massacre,2023-08-17,Pro-Palestine
7930,US,CNN,Pro Israel,Israel says US approves record-breaking Arrow missile defense deal to Germany,2023-08-17,Pro-Palestine
7931,US,CNN,Pro Israel,North Korea confirms US soldier Travis King is in the country,2023-08-16,Pro-Israel
7932,US,CNN,Pro Israel,Civil war is worsening Sudans already dire humanitarian crisis. How you can help,2023-08-16,Pro-Palestine
7933,US,CNN,Pro Israel,At least 55 dead following clashes between rival factions in Libya,2023-08-16,Pro-Palestine
7934,US,CNN,Pro Israel,Israeli TV frustrated by lack of interviews with prime minister,2023-08-16,Neutral
7935,US,CNN,Pro Israel,"Sudan civil war spiraling out of control, UN says, as more than 1 million flee",2023-08-16,Neutral
7936,US,CNN,Pro Israel,Saudi Arabia names a non-resident envoy to the Palestinians,2023-08-14,Pro-Palestine
7937,US,CNN,Pro Israel,Saudi Arabia appoints first envoy to Palestinians amid talks on Israel normalization,2023-08-14,Pro-Palestine
7938,US,CNN,Pro Israel,Israeli startups are moving jobs and money out of the country. Heres why,2023-08-13,Neutral
7939,US,CNN,Pro Israel,Israelis protest judicial overhaul plan for 32nd week,2023-08-13,Neutral
7940,US,CNN,Pro Israel,Researchers: Russia making its own version of Iranian Shahed drones,2023-08-13,Neutral
7941,US,CNN,Pro Israel,"U.S. State Dept.: Discussions on Saudi-Israel deal ""productive""",2023-08-10,Neutral
7942,US,CNN,Pro Israel,Israel's judicial overhaul hits the tech sector,2023-08-10,Neutral
7943,US,CNN,Pro Israel,Lebanon bans Barbie movie for promoting homosexuality,2023-08-10,Neutral
7944,US,CNN,Pro Israel,"Israeli professor tells CNN reason for freezing funds allocated for Arab communities ""simply untrue""",2023-08-09,Pro-Palestine
7945,US,CNN,Pro Israel,Khartoum morgues at breaking point amid Sudan's civil war,2023-08-09,Pro-Palestine
7946,US,CNN,Pro Israel,Iran's hijab crackdown met with defiance,2023-08-08,Neutral
7947,US,CNN,Pro Israel,"Whenever we discuss peace, Russia attacks: Former adviser to Ukrainian PM",2023-08-07,Neutral
7948,US,CNN,Pro Israel,"Ukraine says peace talks in Jeddah were ""productive"" despite Russia saying the negotiations were ""doomed to fail""",2023-08-07,Neutral
7949,US,CNN,Pro Israel,Israeli forces say 3 Palestinians killed in occupied West Bank,2023-08-07,Pro-Palestine
7950,US,CNN,Pro Israel,Israelis protest judicial reforms for 31st week in a row,2023-08-06,Neutral
7951,US,CNN,Pro Israel,Two Israelis arrested after Palestinian man killed in West Bank,2023-08-06,Pro-Palestine
7952,US,CNN,Pro Israel,"Israeli patrolman killed in Tel Aviv shooting, Palestinian gunman also killed",2023-08-06,Pro-Palestine
7953,Ireland,The Journal,Pro-Palestine,"Shifting sands 
 The people of the West Bank are stuck in hellish game they never agreed to play",2024-02-16,Pro-Palestine
7954,Ireland,The Journal,Pro-Palestine,US urges Israel not to carry out Rafah attack in Gaza without plan to keep civilians safe,2024-02-16,Neutral
7955,Ireland,The Journal,Pro-Palestine,Bernie Sanders says Joe Biden is 'very wrong' on the issue of Israel and Gaza,2024-02-15,Pro-Israel
7956,Ireland,The Journal,Pro-Palestine,"Israel responds to South African ICJ request for new orders, calling it 'peculiar and improper'",2024-02-15,Neutral
7957,Ireland,The Journal,Pro-Palestine,Tánaiste accuses Israel of 'disinformation campaign' against UNRWA as he pledges extra funding,2024-02-15,Pro-Palestine
7958,Ireland,The Journal,Pro-Palestine,"Government needs to show benefit of allowing Israeli Ambassador to stay, says Social Democrats",2024-02-15,Neutral
7959,Ireland,The Journal,Pro-Palestine,Thousands forced to flee as Israeli forces shell and raid south Gaza's largest hospital,2024-02-15,Pro-Palestine
7960,Ireland,The Journal,Pro-Palestine,"As global outcry over Gaza grows, a Tel Aviv politics expert tells us what Israelis think",2024-02-15,Neutral
7961,Ireland,The Journal,Pro-Palestine,Thousands told to evacuate largest hospital in south Gaza as 9 dead after Israel strikes Lebanon,2024-02-14,Pro-Palestine
7962,Ireland,The Journal,Pro-Palestine,'Where is the escape?' - Reporting from Rafah amid escalating fears of an Israeli invasion,2024-02-14,Pro-Palestine
7963,Ireland,The Journal,Pro-Palestine,Ireland and Spain ask for urgent review of EU's trade deal with Israel amid 'grave' Rafah threat,2024-02-14,Pro-Palestine
7964,Ireland,The Journal,Pro-Palestine,Minister Simon Coveney says it's not 'realistic' for the US to stop supporting Israeli military,2024-02-14,Pro-Israel
7965,Ireland,The Journal,Pro-Palestine,Giving birth in Gaza: 'I resorted to instructional videos on social media',2024-02-14,Pro-Israel
7966,Ireland,The Journal,Pro-Palestine,Al Jazeera condemns Israel as reporter's leg blown off in drone strike on Rafah,2024-02-13,Pro-Palestine
7967,Ireland,The Journal,Pro-Palestine,Rafah crisis: Simon Coveney accuses Israel of 'behaving like a rogue state',2024-02-13,Pro-Palestine
7968,Ireland,The Journal,Pro-Palestine,"As Israel defies US to attack Rafah, where 1.4m people are trapped, what's the world's next move?",2024-02-12,Pro-Palestine
7969,Ireland,The Journal,Pro-Palestine,"Varadkar says he is abused on the street about Gaza, as Tánaiste says sanctions not ruled out",2024-02-13,Pro-Palestine
7970,Ireland,The Journal,Pro-Palestine,Ryanair has cancelled all flights to and from Israel citing increased airport costs at Tel Aviv,2024-02-13,Neutral
7971,Ireland,The Journal,Pro-Palestine,Rafah crisis: Simon Coveney accuses Israel of 'behaving like a rogue state',2024-02-13,Pro-Palestine
7972,Ireland,The Journal,Pro-Palestine,"As Israel defies US to attack Rafah, where 1.4m people are trapped, what's the world's next move?",2024-02-12,Pro-Palestine
7973,Ireland,The Journal,Pro-Palestine,UN describes prospect of Israeli ground invasion of Rafah in southern Gaza as 'terrifying',2024-02-12,Pro-Palestine
7974,Ireland,The Journal,Pro-Palestine,The EU's Israel-Gaza response has been poor according to two-thirds of Irish voters,2024-02-12,Neutral
7975,Ireland,The Journal,Pro-Palestine,"Tom Clonan 
 Israel has pursued the relentless massacre of innocent Palestinians in Gaza",2024-02-12,Pro-Palestine
7976,Ireland,The Journal,Pro-Palestine,UN describes prospect of Israeli ground invasion of Rafah in southern Gaza as 'terrifying',2024-02-12,Pro-Palestine
7977,Ireland,The Journal,Pro-Palestine,"As Israel defies US to attack Rafah, where 1.4m people are trapped, what's the world's next move?",2024-02-12,Pro-Palestine
7978,Ireland,The Journal,Pro-Palestine,Israel kills 'around 100' people in strikes on Rafah while recovering two hostages,2024-02-12,Pro-Palestine
7979,Ireland,The Journal,Pro-Palestine,The EU's Israel-Gaza response has been poor according to two-thirds of Irish voters,2024-02-12,Neutral
7980,Ireland,The Journal,Pro-Palestine,Israel kills 'around 100' people in strikes on Rafah while recovering two hostages,2024-02-12,Pro-Palestine
7981,Ireland,The Journal,Pro-Palestine,The EU's Israel-Gaza response has been poor according to two-thirds of Irish voters,2024-02-12,Neutral
7982,Ireland,The Journal,Pro-Palestine,World leaders and Hamas warn Israel to call off plans to stage ground offensive in Rafah,2024-02-11,Pro-Israel
