Country,News Publisher,Country Stance,Headline,Date,Headline Stance,Explanation,,,,
Ireland,Breaking News,Pro-Palestine,Lack of water worsens misery in besieged Gaza as Israeli air strikes continue,14/10/23,Pro-Palestine, Describes worsening conditions in Gaza due to Israeli actions.,,,,
Ireland,Breaking News,Pro-Palestine,Premature baby rescued from dead mother's womb in Gaza dies,26/04/24,Pro-Palestine, Tragic outcome for a newborn in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Israel launches strikes in Rafah hours after Hamas agrees to a Gaza ceasefire,07/05/24,Pro-Israel, Military action following a ceasefire agreement.,,,,
Ireland,Breaking News,Pro-Palestine,Palestinians flee central Gaza's main hospital as fighting draws closer,08/01/24,Pro-Palestine, Describes the evacuation of a major hospital amid fighting.,,,,
Ireland,Breaking News,Pro-Palestine,Modi urges leaders to unite in face of challenges from Israel-Hamas war,17/11/23,Neutral, Discusses leadership challenges in the context of the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,DFA says claims Ireland refused to label Hamas terrorist group 'categorically false',09/10/23,Neutral, Discusses misinformation regarding a terrorist designation.,,,,
Ireland,Breaking News,Pro-Palestine,US confident militant groups used Gaza hospital in campaign against Israel',03/01/24,Pro-Israel, Asserts the use of a hospital in military actions against Israel.,,,,
Ireland,Breaking News,Pro-Palestine,Ceasefire talks between Israel and Hamas expected to restart,16/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Hamas considers plan to pause fighting but says it wants permanent ceasefire,02/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,No indication' Ireland being punished by Israel for ceasefire stance ‚Äì Varadkar,08/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli military orders north Gaza evacuation ahead of feared ground offensive,13/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Food aid reaches north Gaza for first time in weeks, Israeli officials say",28/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli strikes kill 13 in southern Gaza town that could be next target in war,08/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,US vows to veto Gaza ceasefire resolution at next UN Security Council vote,19/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Taoiseach condemns Iran's drone and missile attack on Israel,14/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israeli ambassador's position is 'now untenable', says McDonald",03/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Explained: What are Egypt's ceasefire proposals for Gaza?,27/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Biden says US won't supply weapons for Israel to attack Rafah,08/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Thousands of Palestinians flee from Gaza City hospital after Israeli attacks,10/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli military and Hizbullah exchange fire along tense Lebanon-Israel border,04/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,McDonald's has bumpy end to strong year after Middle East boycotts hurt sales,05/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel diplomacy harder if Sinn Féin had been in government, says Donohoe",20/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli troops battle Hamas fighters in packed refugee camp,21/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Pope meets relatives of Israeli hostages and Palestinian prisoners,22/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,White House says it is nearly out of money to help Ukraine fight war with Russia,04/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,London police have 'locally led' plan for expected pro-Palestine protests,01/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel says female soldier captured in Hamas assault freed during Gaza operation,30/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel's action against Hamas must follow international law, warns Tánaiste",15/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Spain's PM to propose that parliament recognises a Palestinian state,09/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste says Biden's criticism of ICC not appropriate,21/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Gaza ceasefire 'a non-starter' until Israeli conditions met, says Netanyahu",01/06/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Joe Biden to target Israeli settlers who attack Palestinians in West Bank,01/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel finds large tunnel at Gaza border, raising pre-war intelligence questions",17/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Hamas delays hostage release and demands aid to northern Gaza,25/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israeli hostages: Peace campaigner, grandmothers and babies among 199 people held",16/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Hamas frees 17 more hostages under ceasefire deal,26/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,BBC has not upheld complaints about coverage of the Israel-Hamas war,24/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,US warns ships to stay out of parts of Red Sea as Houthi rebels vow retaliation,12/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,More than 20 Irish citizens out of Gaza through Rafah crossing,15/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Fears weapons flown through Irish skies being used in Gaza,06/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Foreigners prepare to leave as 195 killed in Israeli strikes on Gaza City,02/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"What you need to know about Hezbollah, the group backing Hamas against Israel",16/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Bambie Thug attends Eurovision opening after claim against Israel broadcaster,11/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Top UN court opens case accusing Germany of facilitating Israel's Gaza conflict,08/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,'Heightened sense of activity' among social media platforms over Israel-Gaza conflict,13/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu 'will not compromise' on Israeli control of Gaza as protests mount,20/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Politics watch: Dáil votes on Israeli ambassador and referring Israel to ICC,12/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste says everything being done to help Irish citizens in Gaza,16/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,US and Israeli defence chiefs meet to discuss plans for Gaza,26/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Starmer rebukes Netanyahu's 'unacceptable' comments on Palestine,19/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Bambie Thug: Organisers made me alter Palestinian message,08/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Patient killed as Israeli forces attack hospital in southern Gaza,15/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Police boss says image of Hamas fighter in Derry 'could be AI generated',02/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli forces dressed as staff raid hospital and kill three militants,30/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Taoiseach says Israel actions 'more approaching revenge than self-defence',03/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Aid warehouses in Gaza looted as desperation grows and ground offensive widens,29/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste 'proud' of role in UN vote on Palestine,10/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Maureen Lipman says artists should feel shame for support of Gaza,23/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel forms unity government to oversee war sparked by Hamas attack,11/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Biden and Netanyahu speak as ceasefire pressure grows on Israel and Hamas,28/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Hamas reviewing Israeli ceasefire proposal as possible Rafah offensive looms,27/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,DFA not aware of any Irish citizen caught up in attack on aid workers in Gaza,02/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel is 'absolutely not' in breach of international law, says Suella Braverman",04/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu acknowledges 'tragic mistake' after Rafah strike kills dozens,27/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Protester ties themselves to Hampden goalpost to delay Scotland-Israel qualifier,01/06/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Leo Varadkar denies softening language on Gaza during US trip,14/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel's actions in Gaza are not 'proportionate', Ireland tells UN court",22/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli forces kill at least eight Palestinians as violence surges in West Bank,26/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,No Gaza hostage release before Friday as family hope Irish girl Emily Hand on list,23/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli strike on southern Lebanon 'kills two journalists',21/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Fighting rages near Gaza hospital as people trapped inside say they cannot flee,12/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Ireland to formally recognise Palestinian state,28/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Protesting students 'confident' blockade will force Trinity to cut Israeli ties,05/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,UN chief warns climate chaos and food crises are threatening peace,14/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"EU talks on common Gaza stance must consider all perspectives, says Taoiseach",26/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Irish born surgeon says he is unable to evacuate family from Gaza,18/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Funeral held of top Hamas official killed in apparent Israeli strike in Beirut,04/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Trinity announces steps after talks with pro-Palestinian encampment protesters,07/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Withdrawal of funding for UN relief could be 'catastrophic', warns Tánaiste",29/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel reprimanding Irish ambassador 'bit of an overreaction' ‚Äì Minister,27/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli military 'finds traces of hostages in tunnel in Gaza Strip',12/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli officials to meet over proposed pause in Gaza fighting,24/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli army tells Palestinians to temporarily evacuate parts of Rafah,06/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu says Israel will return to table for ceasefire talks with Hamas,29/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,How Yemeni Houthi rebel attacks on ships in the Red Sea are hurting global trade,12/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli military warns Palestinians not to return to war-torn northern Gaza,15/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,US imposes sanctions on money exchange services funding Houthi rebels,29/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel-Hamas ceasefire resumes after second release of prisoners and hostages,26/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli hostage crisis in Hamas-ruled Gaza becomes political trap for Netanyahu,08/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Airstrike kills 12, mostly children, in Gaza area declared safe zone by Israel",04/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste urges Israel 'to show humanity' and allow more aid into Gaza,28/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Dáil suspended after protesters interrupt statements on Palestine,28/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,International Criminal Court seeks arrest warrant for Netanyahu and Hamas chiefs,20/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Numbers show deadly toll of Israel-Hamas war,29/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Taoiseach urged to boycott White House visit over Biden's stance on Israel-Hamas war,12/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli strikes continue near Gaza's Rafah,28/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Police dismantle students' pro-Palestinian tent encampment in Massachusetts,10/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,President Higgins says response to Gaza conflict must respect international law,09/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Pelosi: Netanyahu 'couldn't have done things worse' in Gaza conflict,28/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel and Hamas agree four-day truce, 50 hostages to go free",22/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Sinn Féin's call for expulsion of Israeli ambassador 'irresponsible and reckless', TD says",06/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Very clear majority but not unanimity' in EU for Gaza ceasefire ‚Äì Varadkar,15/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Ofcom gets 373 complaints about GB News's Gaza-Israel conflict coverage,08/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,World Central Kitchen workers killed by Israeli strikes in Gaza to be honoured,25/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Dublin Lord Mayor criticised over meeting with Israeli ambassador,22/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,US forces shoot down ballistic missiles in Red Sea,31/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli ground forces 'battling Hamas in the depths of Gaza City',07/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,UN report says 282 million people faced acute hunger in 2023,25/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"US ship with equipment to build pier on way to Gaza, part of plan to ramp up aid",10/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu says he has told US he opposes Palestinian state in postwar scenario,18/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Michael Gove mobbed by pro-Palestinian protesters,11/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel 'reassessing diplomatic relations with Turkey' over Erdogan comments,28/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Paddy Cosgrave returns as Web Summit chief executive,08/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Mohamed Salah 'shares pain' of grieving families amid Israel-Hamas war,25/12/23,,,,,,
