,Country,News Publisher,Country Stance,Headline,Date,Headline Stance,parsed_dates
9575,UK,BBC,Pro-Israel,"Israel-Gaza war will continue for months, IDF chief warns",2023-12-26T20:32:30.000Z,Pro-Israel,2023-12-26
9576,UK,BBC,Pro-Israel,India deploys three warships to Arabian Sea after attack on tanker,2023-12-26T11:12:00.000Z,Neutral,2023-12-26
9577,UK,BBC,Pro-Israel,Israel Gaza war: UN says no let-up in Israeli air strikes in Gaza,2023-12-26T03:26:49.000Z,Pro-Israel,2023-12-26
9578,UK,BBC,Pro-Israel,Israel-Gaza war: Netanyahu vows to intensify campaign,2023-12-25T21:02:47.000Z,Pro-Israel,2023-12-25
9579,UK,BBC,Pro-Israel,Archbishop of Canterbury highlights suffering in Israel-Gaza war in Christmas Day sermon,2023-12-25T14:13:47.000Z,Neutral,2023-12-25
9580,UK,BBC,Pro-Israel,Israel Gaza war: Hamas says 70 killed in Israeli air strike on camp,2023-12-25T06:45:51.000Z,Pro-Palestine,2023-12-25
9581,UK,BBC,Pro-Israel,Israel-Gaza war: Benjamin Netanyahu says Israel paying 'heavy price',2023-12-24T21:23:08.000Z,Pro-Israel,2023-12-24
9582,UK,BBC,Pro-Israel,"Bethlehem is empty of joy - no Santa, no celebration'",2023-12-24T14:04:54.000Z,,2023-12-24
9583,UK,BBC,Pro-Israel,Tewkesbury Abbey's rubble nativity scene highlights children affected by war,2023-12-24T13:17:33.000Z,,2023-12-24
9584,UK,BBC,Pro-Israel,"Tanker hit off India coast by drone from Iran, says US",2023-12-24T11:56:14.000Z,,2023-12-24
9585,UK,BBC,Pro-Israel,Israel-Gaza: Israel says it has arrested hundreds of Hamas and Islamic Jihad members,2023-12-24T02:19:47.000Z,,2023-12-24
9586,UK,BBC,Pro-Israel,Awni Eldous: The Palestinian boy who found YouTube fame after death,2023-12-24T00:46:50.000Z,,2023-12-24
9587,UK,BBC,Pro-Israel,Stakes are immense as Biden presses Israel to change course,2023-12-23T02:16:36.000Z,,2023-12-23
9588,UK,BBC,Pro-Israel,Gadi Haggai: White House says US-Israeli hostage dead in Gaza,2023-12-22T22:09:00.000Z,,2023-12-22
9589,UK,BBC,Pro-Israel,"UN Security Council backs ramping up Gaza aid, but no ceasefire",2023-12-22T21:26:24.000Z,,2023-12-22
9590,UK,BBC,Pro-Israel,"Gaza facing famine if fighting continues, UN says",2023-12-22T17:42:48.000Z,,2023-12-22
9591,UK,BBC,Pro-Israel,Israel Gaza: Hamas says no more hostage releases until war ends,2023-12-22T05:54:17.000Z,,2023-12-22
9592,UK,BBC,Pro-Israel,Israel-Gaza war: US backs UN Security Council vote on Gaza aid boost,2023-12-22T03:28:26.000Z,,2023-12-22
9593,UK,BBC,Pro-Israel,Claudine Gay: New problems found in Harvard president's work,2023-12-22T01:59:40.000Z,,2023-12-22
9594,UK,BBC,Pro-Israel,False claims of staged deaths surge in Israel-Gaza war,2023-12-22T01:20:50.000Z,,2023-12-22
9595,UK,BBC,Pro-Israel,Israel Gaza: 'I walked my kids past explosions and rotting corpses',2023-12-21T00:19:45.000Z,,2023-12-21
9596,UK,BBC,Pro-Israel,Starbucks blames 'misrepresentation' after Israel Gaza protests,2023-12-20T20:30:41.000Z,,2023-12-20
9597,UK,BBC,Pro-Israel,Plea to help families flee Gaza to join relatives in UK,2023-12-20T19:51:20.000Z,,2023-12-20
9598,UK,BBC,Pro-Israel,Israel Gaza: What Gaza's death toll says about the war,2023-12-20T18:30:08.000Z,,2023-12-20
9599,UK,BBC,Pro-Israel,I don't want to be a number': Gazans live in fear of dying,2023-12-20T17:09:10.000Z,,2023-12-20
9600,UK,BBC,Pro-Israel,Talks on new pause in Gaza war gain urgency as Hamas chief visits Cairo,2023-12-20T13:28:19.000Z,,2023-12-20
9601,UK,BBC,Pro-Israel,Israel Gaza: Negotiations delay UN vote urging pause in fighting,2023-12-20T01:28:20.000Z,,2023-12-20
9602,UK,BBC,Pro-Israel,BP pauses all Red Sea shipments after rebel attacks,2023-12-18T22:27:45.000Z,,2023-12-18
9603,UK,BBC,Pro-Israel,"We've talked to Israel about making Gaza war more 'surgical', US says",2023-12-18T22:14:22.000Z,,2023-12-18
9604,UK,BBC,Pro-Israel,Israel-Gaza: The man held with the hostages Israel mistakenly killed,2023-12-18T22:13:13.000Z,,2023-12-18
9605,UK,BBC,Pro-Israel,Israel Gaza: Hamas releases video showing three elderly Israeli hostages,2023-12-18T22:04:48.000Z,,2023-12-18
9606,UK,BBC,Pro-Israel,"Israel has gone beyond self-defence in Gaza, Tory MP Alicia Kearns says",2023-12-18T20:42:10.000Z,,2023-12-18
9607,UK,BBC,Pro-Israel,Gaza health ministry says Israeli strikes kill 110 in Jabalia,2023-12-18T17:04:33.000Z,,2023-12-18
9608,UK,BBC,Pro-Israel,"Gazans trapped in church fear being shot, says relative",2023-12-18T16:50:58.000Z,,2023-12-18
9609,UK,BBC,Pro-Israel,Israel Gaza: Hostages shot by IDF put out 'SOS' sign written with leftover food,2023-12-18T14:34:30.000Z,,2023-12-18
9610,UK,BBC,Pro-Israel,"Motaz Azaiza mural in Manchester for all journalists in Gaza, artist says",2023-12-18T06:14:16.000Z,,2023-12-18
9611,UK,BBC,Pro-Israel,Israel-Gaza war: Man on hunger strike hospitalised calling for ceasefire,2023-12-18T06:07:40.000Z,,2023-12-18
9612,UK,BBC,Pro-Israel,UK MP Layla Moran's family among hundreds trapped in Gaza church,2023-12-17T18:42:02.000Z,,2023-12-17
9613,UK,BBC,Pro-Israel,Israel Gaza: Lord Cameron supports 'sustainable ceasefire' and warns over deaths,2023-12-17T13:08:08.000Z,,2023-12-17
9614,UK,BBC,Pro-Israel,France calls for 'immediate and durable' ceasefire in Gaza,2023-12-17T12:17:31.000Z,,2023-12-17
9615,UK,BBC,Pro-Israel,Why US-Palestinian families are having 'the talk',2023-12-17T02:46:00.000Z,,2023-12-17
9616,UK,BBC,Pro-Israel,Israel Gaza: The perils of hostage rescue,2023-12-17T00:51:26.000Z,,2023-12-17
9617,UK,BBC,Pro-Israel,"Israel Gaza: Hostages were carrying white cloth when shot, IDF says",2023-12-16T21:09:21.000Z,,2023-12-16
9618,UK,BBC,Pro-Israel,Samer Abudaqa: Al Jazeera cameraman killed in Gaza drone strike,2023-12-16T20:19:23.000Z,,2023-12-16
9619,UK,BBC,Pro-Israel,More big shipping firms stop Red Sea routes after attacks,2023-12-16T18:19:03.000Z,,2023-12-16
9620,UK,BBC,Pro-Israel,Enfield: Three sought over Israel-Gaza graffiti on MP's office,2023-12-16T15:28:16.000Z,,2023-12-16
9621,UK,BBC,Pro-Israel,Israel hostages: IDF says it mistakenly killed three men held in Gaza,2023-12-16T01:02:11.000Z,,2023-12-16
9622,UK,BBC,Pro-Israel,Lucy Williamson: Hamas support soars in West Bank - but full uprising can still be avoided,2023-12-16T00:21:05.000Z,,2023-12-16
9623,UK,BBC,Pro-Israel,Shipping firms pause Red Sea journeys over attacks,2023-12-15T23:06:18.000Z,,2023-12-15
9624,UK,BBC,Pro-Israel,Israel-Gaza war: UN aid worker describes nightmare journey to al-Ahli Hospital,2023-12-15T21:11:30.000Z,,2023-12-15
9625,UK,BBC,Pro-Israel,Yemen Houthi rebels claim attacks on two Red Sea cargo ships,2023-12-15T16:12:22.000Z,,2023-12-15
9626,UK,BBC,Pro-Israel,British-Palestinians call for visa scheme for trapped relatives,2023-12-15T09:28:24.000Z,,2023-12-15
9627,UK,BBC,Pro-Israel,How Israel jails hundreds of Palestinians without charge,2023-12-15T06:00:15.000Z,,2023-12-15
9628,UK,BBC,Pro-Israel,"Gaza war to take 'months', Israel tells White House",2023-12-14T19:11:54.000Z,,2023-12-14
9629,UK,BBC,Pro-Israel,Israeli soldiers' mosque behaviour condemned by IDF,2023-12-14T17:09:02.000Z,,2023-12-14
9630,UK,BBC,Pro-Israel,Gaza doctor says lack of medicine is 'catastrophic' as diseases spread,2023-12-14T15:02:29.000Z,,2023-12-14
9631,UK,BBC,Pro-Israel,Joshua Mollel: Tanzania says student killed in Israel by Hamas,2023-12-14T08:56:36.000Z,,2023-12-14
9632,UK,BBC,Pro-Israel,Israel-Gaza war: What is the price of peace?,2023-12-14T06:01:30.000Z,,2023-12-14
9633,UK,BBC,Pro-Israel,"Biden committed to freeing US hostages in Gaza, families say",2023-12-13T23:40:22.000Z,,2023-12-13
9634,UK,BBC,Pro-Israel,Refaat Alareer: UCL urged to issue statement on ex student's death,2023-12-13T21:15:26.000Z,,2023-12-13
9635,UK,BBC,Pro-Israel,"Israel to continue Gaza war with or without international support, FM says",2023-12-13T21:14:10.000Z,,2023-12-13
9636,UK,BBC,Pro-Israel,Support for Hamas grows among Palestinians in West Bank,2023-12-13T16:07:47.000Z,,2023-12-13
9637,UK,BBC,Pro-Israel,Martin Lewis: 'I have dark days mental health wise',2023-12-13T14:19:14.000Z,,2023-12-13
9638,UK,BBC,Pro-Israel,Israel Gaza: UN General Assembly demands immediate ceasefire,2023-12-13T03:32:50.000Z,,2023-12-13
9639,UK,BBC,Pro-Israel,"Israel losing global support over Gaza bombing, Biden says",2023-12-12T23:51:58.000Z,,2023-12-12
9640,UK,BBC,Pro-Israel,"Guernsey to provide ¬£50,000 of humanitarian aid to Gaza",2023-12-12T16:30:18.000Z,,2023-12-12
9641,UK,BBC,Pro-Israel,Israel determined to finish Gaza operation despite civilian suffering,2023-12-12T13:04:01.000Z,,2023-12-12
9642,UK,BBC,Pro-Israel,MK Strinda: Yemen's rebel Houthis hit Norwegian tanker with missile,2023-12-12T11:39:07.000Z,,2023-12-12
9643,UK,BBC,Pro-Israel,Son's 'sheer happiness' at hugging mother after Hamas release,2023-12-12T06:21:29.000Z,,2023-12-12
9644,UK,BBC,Pro-Israel,Eyal Waldman: Israeli tech billionaire hopes for peace despite daughter's killing,2023-12-12T06:00:34.000Z,,2023-12-12
9645,UK,BBC,Pro-Israel,Israel Gaza: 'Where is mum? Where is grandma? Where did they go?',2023-12-12T02:16:24.000Z,,2023-12-12
9646,UK,BBC,Pro-Israel,Israel Gaza war: 'Broken' takeaway boss loses five relatives in bombing,2023-12-11T20:00:33.000Z,,2023-12-11
9647,UK,BBC,Pro-Israel,Claudine Gay: Pressure mounts on Harvard president to step down,2023-12-11T18:02:34.000Z,,2023-12-11
9648,UK,BBC,Pro-Israel,Peterborough councillor quits Conservatives over Gaza policy,2023-12-11T15:32:56.000Z,,2023-12-11
9649,UK,BBC,Pro-Israel,Manchester scientist escapes Gaza after threat of attack,2023-12-10T18:34:49.000Z,,2023-12-10
9650,UK,BBC,Pro-Israel,"Israel-Hamas war: Ceasefire in Gaza chances shrinking, Qatar says",2023-12-10T18:10:50.000Z,,2023-12-10
9651,UK,BBC,Pro-Israel,Israel-Gaza war: Video shows Gaza detainees allegedly 'surrendering guns' - what we know,2023-12-10T17:59:54.000Z,,2023-12-10
9652,UK,BBC,Pro-Israel,"Israel-Gaza war: Half of Gaza's population is starving, warns UN",2023-12-10T01:56:00.000Z,,2023-12-10
9653,UK,BBC,Pro-Israel,Palestinian recounts being stripped and driven away by Israeli army,2023-12-09T12:19:10.000Z,,2023-12-09
9654,UK,BBC,Pro-Israel,Mum surprises twins in school reunion after fleeing Gaza,2023-12-09T10:11:59.000Z,,2023-12-09
9655,UK,BBC,Pro-Israel,Israel-Gaza: The status quo is smashed. The future is messy and dangerous,2023-12-09T09:48:23.000Z,,2023-12-09
9656,UK,BBC,Pro-Israel,France's Emmanuel Macron buffeted from all sides in row over secularism,2023-12-09T06:51:06.000Z,,2023-12-09
9657,UK,BBC,Pro-Israel,Hamas claims Israeli operation ended in hostage death,2023-12-08T22:08:08.000Z,,2023-12-08
9658,UK,BBC,Pro-Israel,Bowen: US uses veto but pressure for Gaza ceasefire is building,2023-12-08T20:54:29.000Z,,2023-12-08
9659,UK,BBC,Pro-Israel,Claudine Gay: Harvard president sorry for remarks on antisemitism,2023-12-08T20:35:27.000Z,,2023-12-08
9660,UK,BBC,Pro-Israel,Images show major damage to Gaza's oldest mosque,2023-12-08T19:38:28.000Z,,2023-12-08
9661,UK,BBC,Pro-Israel,Refaat Alareer: Palestinians mourn writer killed in air strike,2023-12-08T19:19:45.000Z,,2023-12-08
9662,UK,BBC,Pro-Israel,Elizabeth Magill: UPenn loses $100m donation after House antisemitism testimony,2023-12-08T19:09:48.000Z,,2023-12-08
9663,UK,BBC,Pro-Israel,Video shows stripped Palestinian men detained in Gaza,2023-12-08T16:38:37.000Z,,2023-12-08
9664,UK,BBC,Pro-Israel,Sheffield school probes staff member's Israel-Gaza comments,2023-12-08T14:46:00.000Z,,2023-12-08
9665,UK,BBC,Pro-Israel,"Al-Mawasi: Gaza humanitarian zone not humane, evacuees say",2023-12-08T14:44:48.000Z,,2023-12-08
9666,UK,BBC,Pro-Israel,Israel-Gaza: Burnley Council passes motion calling for ceasefire,2023-12-08T10:24:04.000Z,,2023-12-08
9667,UK,BBC,Pro-Israel,Israel-Gaza: London couple traumatised after fleeing West Bank,2023-12-08T06:15:28.000Z,,2023-12-08
9668,UK,BBC,Pro-Israel,We can't stop' - the Israeli woman still helping sick Palestinians,2023-12-08T05:01:29.000Z,,2023-12-08
9669,UK,BBC,Pro-Israel,Hanukkah more pertinent than ever before - Union of Jewish Students,2023-12-07T19:42:19.000Z,,2023-12-07
9670,UK,BBC,Pro-Israel,Israel war cabinet minister's son killed in Gaza fighting,2023-12-07T19:16:59.000Z,,2023-12-07
9671,UK,BBC,Pro-Israel,Pro-Palestinian protesters blockade Brighton factory,2023-12-07T11:50:56.000Z,,2023-12-07
9672,UK,BBC,Pro-Israel,Gaza protesters block BAE Systems shipyard in Glasgow,2023-12-07T11:18:05.000Z,,2023-12-07
9673,UK,BBC,Pro-Israel,Ukraine aid from US in doubt after failed Senate vote,2023-12-07T07:50:23.000Z,,2023-12-07
9674,UK,BBC,Pro-Israel,Bringing broken survivors of the Israel Nova festival attack back from darkness,2023-12-07T05:59:54.000Z,,2023-12-07
9675,UK,BBC,Pro-Israel,Putin makes rare foreign trip to Gulf states,2023-12-07T00:49:28.000Z,,2023-12-07
9676,UK,BBC,Pro-Israel,BBC reporter in Gaza: People here are traumatised and exhausted,2023-12-06T19:28:01.000Z,,2023-12-06
9677,UK,BBC,Pro-Israel,"Israel hostages in Gaza: We have evidence their health worsening, say families",2023-12-06T16:18:37.000Z,,2023-12-06
9678,UK,BBC,Pro-Israel,How missiles from Yemen could escalate Israel-Gaza war,2023-12-06T15:53:39.000Z,,2023-12-06
9679,UK,BBC,Pro-Israel,Images show tours on board Houthi hijacked ship,2023-12-06T12:46:31.000Z,,2023-12-06
9680,UK,BBC,Pro-Israel,"Claims traders profited from attack inaccurate, says Israel",2023-12-06T10:31:04.000Z,,2023-12-06
9681,UK,BBC,Pro-Israel,Israeli settler violence brings destruction and fear to West Bank as war rages,2023-12-06T06:00:02.000Z,,2023-12-06
9682,UK,BBC,Pro-Israel,Israel says troops are in centre of Khan Younis,2023-12-05T23:18:13.000Z,,2023-12-05
9683,UK,BBC,Pro-Israel,US sanctions individuals implicated in West Bank attacks,2023-12-05T23:12:10.000Z,,2023-12-05
9684,UK,BBC,Pro-Israel,US college presidents testify on campus antisemitism,2023-12-05T22:47:42.000Z,,2023-12-05
9685,UK,BBC,Pro-Israel,Israel's new Gaza evacuation zones leave Palestinians few places to go,2023-12-05T19:49:45.000Z,,2023-12-05
9686,UK,BBC,Pro-Israel,"Israel Gaza: Hamas raped and mutilated women on 7 October, BBC hears",2023-12-05T17:15:49.000Z,,2023-12-05
9687,UK,BBC,Pro-Israel,Oxfam sends aid truck from Bicester to Gaza after truce collapses,2023-12-05T06:10:27.000Z,,2023-12-05
9688,UK,BBC,Pro-Israel,Israel orders evacuations from city in south Gaza as offensive widens,2023-12-04T23:14:59.000Z,,2023-12-04
9689,UK,BBC,Pro-Israel,Teenage British-Israeli soldier Binyamin Needham killed in Gaza,2023-12-04T22:42:13.000Z,,2023-12-04
9690,UK,BBC,Pro-Israel,Rushdi Abualouf: 'It's so much harder to watch Gaza from the outside',2023-12-04T20:39:35.000Z,,2023-12-04
9691,UK,BBC,Pro-Israel,Tributes to former Glasgow university student killed in Gaza,2023-12-04T18:42:09.000Z,,2023-12-04
9692,UK,BBC,Pro-Israel,Hamas planned sexual violence as weapon of war - Israeli campaigner,2023-12-04T17:43:46.000Z,,2023-12-04
9693,UK,BBC,Pro-Israel,"Wounded child, no surviving family': The pain of Gaza's orphans",2023-12-04T16:19:23.000Z,,2023-12-04
9694,UK,BBC,Pro-Israel,US warship shoots down drones fired from Houthi-held Yemen in Red Sea,2023-12-04T02:14:42.000Z,,2023-12-04
9695,UK,BBC,Pro-Israel,Israeli forces pushing into south Gaza,2023-12-03T20:45:25.000Z,,2023-12-03
9696,UK,BBC,Pro-Israel,Israel-Gaza: UK launches surveillance flights to find Hamas hostages,2023-12-02T22:37:51.000Z,,2023-12-02
9697,UK,BBC,Pro-Israel,Israel-Gaza war: Residents of Khan Younis say Israeli strikes heaviest since start of war,2023-12-02T20:42:26.000Z,,2023-12-02
9698,UK,BBC,Pro-Israel,"Protester sets themself on fire outside Israel consulate in Atlanta, Georgia",2023-12-02T02:09:11.000Z,,2023-12-02
9699,UK,BBC,Pro-Israel,Bowen: US sets clearer red lines for Israel as ceasefire ends,2023-12-02T00:59:38.000Z,,2023-12-02
9700,UK,BBC,Pro-Israel,I'm not ready to lose hope': The hostages still in Gaza,2023-12-01T21:35:04.000Z,,2023-12-01
9701,UK,BBC,Pro-Israel,Gaza's fear and anger as ceasefire ends and fighting erupts,2023-12-01T19:07:37.000Z,,2023-12-01
9702,UK,BBC,Pro-Israel,Manchester scientist in Gaza 'terrified' after breakdown of ceasefire,2023-12-01T18:39:26.000Z,,2023-12-01
9703,UK,BBC,Pro-Israel,Israel-Gaza: Londoner loses 42 family members,2023-12-01T16:04:55.000Z,,2023-12-01
9704,UK,BBC,Pro-Israel,Why has the Gaza ceasefire come to an end?,2023-12-01T12:40:25.000Z,,2023-12-01
9705,UK,BBC,Pro-Israel,"Nearly 100,000 Gaza buildings may be damaged, satellite images show",2023-12-01T11:50:06.000Z,,2023-12-01
9706,UK,BBC,Pro-Israel,Palestinian man criticises Israeli prison as 30 more freed,2023-12-01T04:49:02.000Z,,2023-12-01
9707,UK,BBC,Pro-Israel,Released Palestinians allege abuse in Israeli jails,2023-12-01T00:59:28.000Z,,2023-12-01
9708,UK,BBC,Pro-Israel,Three Israelis killed by Palestinian gunmen at Jerusalem bus stop,2023-11-30T22:45:08.000Z,,2023-11-30
9709,UK,BBC,Pro-Israel,Mia Schem: Wounded festival-goer in Hamas hostage video freed,2023-11-30T22:14:30.000Z,,2023-11-30
9710,UK,BBC,Pro-Israel,Israel recalls ambassador in war spat with Spain PM Pedro Sánchez,2023-11-30T20:21:14.000Z,,2023-11-30
9711,UK,BBC,Pro-Israel,Liat Beinin Atzili: US citizen among 16 Hamas hostages released,2023-11-30T18:20:01.000Z,,2023-11-30
9712,UK,BBC,Pro-Israel,Bedouin family desperate for news on teenagers held hostage in Gaza,2023-11-30T14:22:18.000Z,,2023-11-30
9713,UK,BBC,Pro-Israel,Palestinian activist Ahed Tamimi freed by Israel,2023-11-30T13:50:56.000Z,,2023-11-30
9714,UK,BBC,Pro-Israel,Hamas hostages: Joy and relief as 17 Thai workers return home,2023-11-30T12:28:21.000Z,,2023-11-30
9715,UK,BBC,Pro-Israel,Israel-Hamas truce in Gaza extended as more hostages freed,2023-11-30T10:37:21.000Z,,2023-11-30
9716,UK,BBC,Pro-Israel,Royal Navy sends second warship to Gulf,2023-11-30T00:19:21.000Z,,2023-11-30
9717,UK,BBC,Pro-Israel,Two Palestinian boys killed during Israeli raid in West Bank,2023-11-29T21:54:14.000Z,,2023-11-29
9718,UK,BBC,Pro-Israel,Fears for displaced Gazans as winter approaches and diseases spread,2023-11-29T21:11:14.000Z,,2023-11-29
9719,UK,BBC,Pro-Israel,Anger and despair as Palestinians queue for supplies during truce,2023-11-29T12:59:42.000Z,,2023-11-29
9720,UK,BBC,Pro-Israel,Gaza hospital doctor speaks of moment missile hit,2023-11-29T10:36:29.000Z,,2023-11-29
9721,UK,BBC,Pro-Israel,"Freed Hamas captives tell of fear, squalor and hunger",2023-11-28T22:44:29.000Z,,2023-11-28
9722,UK,BBC,Pro-Israel,"Boy, 14, and freelance reporter among Palestinians freed",2023-11-28T22:36:04.000Z,,2023-11-28
9723,UK,BBC,Pro-Israel,"We fought to get her back,' son says as more hostages released",2023-11-28T21:46:57.000Z,,2023-11-28
9724,UK,BBC,Pro-Israel,"Untreated diseases could kill more than bombings in Gaza, WHO warns",2023-11-28T16:07:37.000Z,,2023-11-28
9725,UK,BBC,Pro-Israel,Cat Smith MP says Christian faith behind her ceasefire call,2023-11-28T16:01:20.000Z,,2023-11-28
9726,UK,BBC,Pro-Israel,"Granny, I've been shot,' said Palestinian student targeted in Vermont",2023-11-28T14:14:01.000Z,,2023-11-28
9727,UK,BBC,Pro-Israel,Israel Gaza: 33 Palestinians released on fourth day of truce,2023-11-28T09:34:32.000Z,,2023-11-28
9728,UK,BBC,Pro-Israel,Israel Gaza: Three-year-old-twins among hostages released by Hamas,2023-11-28T03:46:03.000Z,,2023-11-28
9729,UK,BBC,Pro-Israel,Elon Musk visits Israel after antisemitism row,2023-11-27T21:35:06.000Z,,2023-11-27
9730,UK,BBC,Pro-Israel,"Israel-Hamas truce in Gaza extended for two days, Qatar says",2023-11-27T21:15:36.000Z,,2023-11-27
9731,UK,BBC,Pro-Israel,How Hamas built a force to attack Israel on 7 October,2023-11-27T17:05:55.000Z,,2023-11-27
9732,UK,BBC,Pro-Israel,Israel-Gaza war: The Red Cross's delicate role in hostage crises,2023-11-27T16:02:15.000Z,,2023-11-27
